ID,Name
1,Bokaro
2,Chatra
3,Deoghar
4,Dhanbad
5,Dumka
6,East Singhbhum
7,Garhwa
8,Giridih
9,Godda
10,Gumla
11,Hazaribagh
12,Jamtara
13,Khunti
14,Koderma
15,Latehar
16,Lohardaga
17,Pakur
18,Palamu
19,Ramgarh
20,Ranchi
21,Sahebganj
22,Seraikela
23,Simdega
24,West Singhbhum
