ID,Name
1,East Garo Hills
2,East Khasi Hills
3,Jaintia Hills
4,Ri Bhoi
5,South Garo Hills
6,West Garo Hills
7,West Khasi Hills
8,Williamnagar
9,Shillong
10,Jowai
11,Nongpoh
12,Baghmara
13,Tura
14,Nongstoin
