ID,Name
1,Angul
2,Boudh (Baudh)
3,Balangir
4,Bargarh
5,Balasore (Baleswar)
6,Bhadrak
7,Cuttack
8,Deogarh (Debagarh)
9,Dhenkanal
10,Ganjam
11,Gajapati
12,Jharsuguda
13,Jajpur
14,Jagatsinghapur
15,Khordha
16,Keonjhar (Kendujhar)
17,Kalahandi
18,Kandhamal
19,Koraput
20,Kendrapara
21,Malkangiri
22,Mayurbhanj
23,Nabarangpur
24,Nuapada
25,Nayagarh
26,Puri
27,Rayagada
28,Sambalpur
29,Subarnapur (Sonepur)
30,Sundargarh
