ID,Name
1,Araria
2,Arwal
3,Aurangabad
4,Banka
5,Begusarai
6,Bhagalpur
7,Bhojpur
8,Buxar
9,Darbhanga
10,East Champaran
11,Gaya
12,Gopalganj
13,Jamui
14,Jehanabad
15,Khagaria
16,Kishanganj
17,Kaimur
18,Katihar
19,Lakhisarai
20,Madhubani
21,Munger
22,Madhepura
23,Muzaffarpur
24,Nalanda
25,Nawada
26,Patna
27,Purnia
28,Rohtas
29,Saharsa
30,Samastipur
31,Sheohar
32,Sheikhpura
33,Saran
34,Sitamarhi
35,Supaul
36,Siwan
37,Vaishali
38,West Champaran
