ID,Name
1,Changlang
2,Upper Dibang Vally
3,East Kameng
4,East Siang
5,Lohit
6,Lower Subansiri
7,Papum-Pare
8,Tawang
9,Tirap
10,Upper Siang
11,Upper Subansiri
12,West Kameng
13,West Siang
14,Anjaw
15,Lower Dibang Vally
16,Kurung Kumey
