ID,Name
1,Ariyalur
2,Chennai
3,Coimbatore
4,Cuddalore
5,Dharmapuri
6,Dindigul
7,Erode
8,Kallakurichi
9,Kanchipuram
10,Kanniyakumari
11,Karur
12,Krishnagiri
13,Madurai
14,Nagapattinam
15,Namakkal
16,Nilgiris
17,Perambalur
18,Pudukkottai
19,Ramanathapuram
20,Salem
21,Sivaganga
22,Thanjavur
23,Theni
24,Thoothukudi
25,Tiruchirappalli
26,Tirunelveli
27,Tiruppur
28,Tiruvallur
29,Tiruvannamalai
30,Tiruvarur
31,Vellore
32,Viluppuram
33,Virudhunagar
